mTDT2G_cv2_useDistances ScoreTDT mTDT
0.376385 0.305263 0.404881
0.504699 0.25945 0.342373
0.453842 0.287932 0.370058
0.571898 0.255831 0.325537
0.652324 0.245575 0.306857
0.705941 0.28096 0.330257
0.736589 0.262327 0.284268
0.735663 0.290565 0.275977
0.7456 0.347185 0.288839
0.692343 0.429616 0.331944
0.607922 0.423458 0.304589
0.578333 0.386105 0.281995
0.534448 0.414542 0.326082
0.494662 0.406873 0.3653
0.488175 0.382335 0.381445
0.470911 0.350347 0.381246
0.41735 0.362684 0.413594
0.376789 0.371877 0.403499
0.473158 0.343004 0.360276
0.572302 0.329196 0.311223
0.587458 0.267644 0.228085
0.604722 0.205328 0.165838
0.594047 0.173961 0.124703
0.51554 0.134711 0.0853984
0.371586 0.117193 0.0807959
0.249181 0.0897933 0.062733
0.195537 0.0702213 0.0532554
0.0585394 0.0642 0.0456987
0.0467666 0.0695864 0.0609021
0.0114482 0.0857457 0.106512
