mTDT2G_cv2_useDistances ScoreTDT mTDT
0.44554 0.743226 0.769126
0.533578 0.761797 0.769126
0.496624 0.728355 0.668961
0.41236 0.733578 0.61929
0.353678 0.748648 0.611464
0.34097 0.755076 0.597469
0.302898 0.768023 0.623261
0.278542 0.777733 0.642605
0.233513 0.790542 0.643715
0.169775 0.798709 0.644826
0.143054 0.807764 0.667625
0.154068 0.738796 0.625735
0.219374 0.690185 0.593563
0.247798 0.628302 0.55473
0.312034 0.559108 0.484583
0.335816 0.50706 0.426139
0.345852 0.48934 0.390146
0.359196 0.458301 0.351512
0.348828 0.452061 0.33098
0.368154 0.491717 0.344471
0.358774 0.50933 0.331399
0.30964 0.54119 0.334619
0.263609 0.59542 0.357575
0.235553 0.642303 0.416559
0.245546 0.633497 0.406058
0.25006 0.639515 0.395578
0.274871 0.63062 0.377339
0.243017 0.659588 0.410903
0.135238 0.692467 0.475133
0.146979 0.765186 0.591403
0.0738516 0.804377 0.782327
