mTDT2G_cv2_useDistances ScoreTDT mTDT
0.672354 0.169628 0.149319
0.657631 0.174845 0.156874
0.656762 0.186326 0.153169
0.680817 0.202641 0.153361
0.64188 0.21849 0.154331
0.612023 0.229056 0.154978
0.613454 0.256289 0.165659
0.575774 0.259061 0.175901
0.533984 0.254458 0.17399
0.569978 0.264728 0.175146
0.588448 0.286648 0.182575
0.607208 0.308581 0.187218
0.622049 0.321692 0.189805
0.629186 0.343173 0.204451
0.660234 0.376038 0.225472
0.668843 0.364039 0.216258
0.640507 0.346882 0.204652
0.691089 0.347991 0.19547
0.683531 0.360605 0.2213
0.605581 0.356556 0.247997
0.529992 0.343914 0.275175
0.490346 0.350411 0.308576
0.436092 0.382055 0.349406
0.360921 0.387012 0.374244
0.28282 0.404818 0.42468
0.233 0.465541 0.495071
0.229556 0.490761 0.553976
0.155222 0.516419 0.616055
0.146003 0.535518 0.641199
0.139825 0.563255 0.666152
0.170103 0.59608 0.680817
0.133283 0.628844 0.698958
0.109511 0.627419 0.704509
0.115823 0.638547 0.712826
0.136839 0.639465 0.702961
0.138607 0.631012 0.687798
0.120626 0.648497 0.665546
0.121535 0.654283 0.636432
0.123436 0.663267 0.616818
0.123659 0.650217 0.589789
0.0843032 0.644216 0.588758
0.0821401 0.607893 0.555943
0.0816961 0.598819 0.549824
0.06926 0.61688 0.557923
0.0620197 0.602928 0.54033
0.0556939 0.609554 0.546391
0.0491017 0.630155 0.573856
0.0443675 0.627948 0.575984
0.0400191 0.624061 0.586363
0.0366779 0.633449 0.599659
0.0472289 0.649823 0.592415
0.0726003 0.643456 0.567118
0.106892 0.633083 0.530063
0.119632 0.603556 0.482311
0.114153 0.587149 0.453239
0.14533 0.579311 0.430949
0.149923 0.565436 0.416859
0.193564 0.561147 0.413704
0.240557 0.540852 0.396414
0.325881 0.526565 0.374598
0.350287 0.47554 0.347607
0.396591 0.491323 0.376629
0.453954 0.467621 0.378888
0.524796 0.432405 0.370759
0.607167 0.419636 0.376268
0.662301 0.382952 0.366061
0.738902 0.348746 0.341155
0.78671 0.345568 0.340779
0.798914 0.389663 0.376979
0.776401 0.430226 0.41971
0.823159 0.448725 0.412173
0.826893 0.46427 0.41695
0.793301 0.501212 0.440734
0.788192 0.557392 0.494497
0.77301 0.593873 0.527237
0.71097 0.654953 0.579324
0.686085 0.704613 0.630221
0.62547 0.729886 0.662221
0.596518 0.725932 0.653691
0.574219 0.724193 0.638955
0.57417 0.713156 0.636246
0.563246 0.669211 0.605024
0.547097 0.6293 0.581698
0.517098 0.591341 0.551518
0.508321 0.551558 0.505973
0.575398 0.525785 0.475021
0.604895 0.495893 0.436704
0.63983 0.475471 0.406756
0.699764 0.416533 0.351634
0.698339 0.377679 0.35887
0.641401 0.404257 0.413391
0.592713 0.451118 0.474464
0.564753 0.515366 0.535608
0.596494 0.539749 0.557984
0.548078 0.571862 0.599868
0.531295 0.567776 0.581006
0.50528 0.55022 0.567806
0.50409 0.516383 0.545141
0.450993 0.51865 0.554282
0.449231 0.503569 0.503408
0.434168 0.497159 0.467966
0.489789 0.463621 0.432338
0.537016 0.426897 0.40014
0.479967 0.424001 0.399882
0.553522 0.425225 0.418053
0.53601 0.424272 0.450864
0.533257 0.462099 0.494499
0.548569 0.529834 0.551172
0.585423 0.600024 0.61607
0.619687 0.665238 0.684661
0.682945 0.699398 0.728706
0.69682 0.717901 0.762809
0.725646 0.735757 0.78571
0.746267 0.745758 0.800426
0.697758 0.728781 0.767538
0.689304 0.728814 0.764501
0.718768 0.733855 0.77017
0.718591 0.7335 0.758066
0.673423 0.73713 0.752743
0.60952 0.744488 0.758654
0.546588 0.761016 0.773543
0.530707 0.794499 0.785932
0.4871 0.815051 0.793119
0.539471 0.831922 0.800023
0.546762 0.834031 0.795876
0.557997 0.827753 0.780215
0.535762 0.798091 0.736077
0.550204 0.789512 0.714208
0.603257 0.779017 0.709875
0.687312 0.770193 0.701766
0.7581 0.763547 0.69047
0.745923 0.76492 0.686777
0.750473 0.769804 0.694636
0.700411 0.761205 0.689407
0.676392 0.792944 0.728816
0.637235 0.829089 0.768021
0.632881 0.849506 0.81087
0.614441 0.85211 0.848996
0.562658 0.836309 0.828681
0.515651 0.808764 0.793641
0.484159 0.755481 0.750569
0.467549 0.70764 0.714063
0.442441 0.661419 0.669746
0.447358 0.62042 0.63357
0.500642 0.591941 0.580566
0.558996 0.550507 0.527677
0.544644 0.498426 0.470024
0.482418 0.45926 0.416205
0.472538 0.479497 0.442504
0.448197 0.503881 0.466942
0.472323 0.521953 0.48547
0.487662 0.533964 0.494122
0.530378 0.540546 0.483148
0.529857 0.556834 0.476506
0.502635 0.541221 0.471082
0.474221 0.529815 0.453607
0.46051 0.542518 0.445489
0.450817 0.536756 0.439424
0.435631 0.4624 0.366934
0.42986 0.401115 0.314912
0.367205 0.381706 0.293152
0.333179 0.376061 0.285516
0.324245 0.375845 0.300676
0.308396 0.368715 0.310511
0.316263 0.37706 0.330855
0.32845 0.395003 0.351791
0.378091 0.423322 0.390316
0.448052 0.44795 0.419681
0.505085 0.486727 0.444264
0.54588 0.515176 0.447329
0.595317 0.515029 0.420335
0.642722 0.491059 0.381679
0.638615 0.462918 0.341655
0.681684 0.444689 0.30902
0.674139 0.414256 0.265548
0.616538 0.371513 0.225903
0.564224 0.338717 0.181859
0.512187 0.293388 0.129773
0.488839 0.26505 0.101793
0.451856 0.26348 0.104906
0.414373 0.294106 0.126676
0.376734 0.334924 0.149367
0.377211 0.361311 0.168503
0.372701 0.364435 0.177002
0.404243 0.368806 0.201793
0.46818 0.398736 0.261794
0.501138 0.392039 0.30052
0.551267 0.400631 0.329074
0.569796 0.401528 0.347905
0.574562 0.377131 0.34701
0.563991 0.363358 0.34946
0.605214 0.366829 0.368164
0.623373 0.380449 0.373312
0.621577 0.422731 0.396963
0.589185 0.457327 0.404937
0.553823 0.470648 0.376035
0.561991 0.501044 0.363858
0.532827 0.522146 0.371681
0.515485 0.531936 0.373255
0.507666 0.53401 0.366261
0.498592 0.507964 0.351492
0.424549 0.470225 0.332602
0.395181 0.462717 0.354403
0.40889 0.462151 0.384151
0.435944 0.472997 0.413669
0.449464 0.476809 0.441564
0.439749 0.484777 0.451077
0.446448 0.496169 0.461987
0.485595 0.512316 0.468045
0.537267 0.523966 0.472461
0.623658 0.554233 0.485265
0.695557 0.588527 0.489278
0.728027 0.591089 0.461455
0.713374 0.579053 0.432986
0.705248 0.573245 0.41211
0.700383 0.582243 0.40648
0.709545 0.573028 0.415187
0.694036 0.561267 0.412762
0.658343 0.556508 0.423366
0.648703 0.565851 0.440659
0.61543 0.572228 0.449075
0.622455 0.579214 0.468724
0.604286 0.589153 0.492133
0.559217 0.58359 0.499892
0.544132 0.552294 0.486088
0.565487 0.524908 0.474401
0.556771 0.512685 0.471695
0.546094 0.509856 0.479433
0.553477 0.499591 0.473849
