mTDT2G_cv2_useDistances ScoreTDT mTDT
0.928113 0.527066 0.437326
0.937036 0.550941 0.414763
0.753016 0.395734 0.28703
0.783202 0.355119 0.261118
0.733294 0.369214 0.268941
0.623594 0.345109 0.286148
0.554593 0.315354 0.306082
0.504694 0.295924 0.326533
0.407521 0.26133 0.328123
0.290287 0.283353 0.387755
0.242866 0.35777 0.491984
0.134259 0.411181 0.573217
0.0767209 0.438566 0.628821
0.118065 0.473404 0.662174
0.104717 0.5348 0.710269
0.0974757 0.588355 0.744638
0.0886003 0.644694 0.793736
0.104703 0.623433 0.778632
0.129478 0.609129 0.756942
0.171001 0.591983 0.731508
0.219825 0.565637 0.724727
0.0338007 0.62799 0.810447
