mTDT2G_cv2_useDistances ScoreTDT mTDT
0.713489 0.0375546 0.0786371
0.799045 0.0427324 0.0720009
0.627134 0.307435 0.342466
0.504008 0.473609 0.491394
0.552275 0.697709 0.673363
0.568719 0.785981 0.750392
0.727071 0.770519 0.665755
0.875404 0.748242 0.623353
0.786895 0.587245 0.479249
0.702629 0.631457 0.506093
0.67766 0.530782 0.433294
0.527841 0.402188 0.305908
0.446907 0.433882 0.343946
0.354736 0.404706 0.328829
0.269331 0.388887 0.304456
0.478095 0.354957 0.264821
0.663337 0.332562 0.24268
0.65545 0.26606 0.187572
0.55963 0.22535 0.188734
0.354815 0.186603 0.196655
0.157838 0.111512 0.12478
0.346727 0.0800225 0.0778652
0.417758 0.0439457 0.037718
0.393631 0.0267901 0.00536918
0.372501 0.0205801 0.00411999
0.130354 0.00445214 0.00204291
0.0363488 0.00440643 0.00210518
0.0243766 0.00428131 0.00196366
0.0251841 0.0429002 0.0230545
0.0267835 0.0427563 0.0222045
0.0286347 0.0442809 0.022493
0.066447 0.0450283 0.0232769
0.128308 0.0169533 0.00584204
0.271653 0.0416999 0.0388431
0.447554 0.177427 0.166177
0.583621 0.328486 0.284406
0.729969 0.552005 0.511808
0.765361 0.570897 0.528537
0.769323 0.443325 0.418856
0.755411 0.291408 0.302137
0.689849 0.0672734 0.0959232
0.681033 0.0431667 0.0734327
0.748761 0.17004 0.187849
0.732062 0.362892 0.354457
0.756667 0.497602 0.453741
0.706123 0.498275 0.455527
0.679091 0.399821 0.34015
0.751712 0.215764 0.176231
0.762141 0.124673 0.073597
0.753246 0.12751 0.058711
0.656953 0.193588 0.113802
0.57988 0.335211 0.265669
0.552201 0.364149 0.327944
0.535492 0.465493 0.426707
0.524589 0.521226 0.52508
0.490235 0.603976 0.606641
0.425275 0.611032 0.584382
0.513422 0.523148 0.485918
0.596759 0.539356 0.399379
0.721914 0.506768 0.307909
0.616023 0.584799 0.416376
0.638985 0.591313 0.459637
0.567034 0.507917 0.460729
0.34503 0.307638 0.315666
0.347334 0.140126 0.145869
0.371834 0.113809 0.111109
0.483362 0.146147 0.185648
0.60068 0.290571 0.343802
0.829587 0.316773 0.37164
0.710676 0.317072 0.360496
0.720873 0.19245 0.20187
0.836902 0.0499204 0.0441993
0.840877 0.0494726 0.0593713
0.759933 0.0348184 0.053639
0.640403 0.102019 0.135729
0.62505 0.118329 0.171707
0.427031 0.193963 0.235253
0.432893 0.203726 0.237082
0.363325 0.164099 0.168103
0.245548 0.269874 0.202019
0.259554 0.255737 0.194934
0.243203 0.267286 0.216162
0.212458 0.305367 0.237377
0.10741 0.225338 0.196496
0.196859 0.271995 0.220197
0.422705 0.344087 0.317388
