mTDT2G_cv2_useDistances ScoreTDT mTDT
0.653817 0.185874 0.237508
0.664406 0.246812 0.270384
0.653768 0.267361 0.237324
0.61998 0.314369 0.225022
0.551874 0.345978 0.21782
0.538946 0.3676 0.213965
0.585874 0.36746 0.20985
0.60897 0.367172 0.215082
0.610698 0.368465 0.244698
0.608185 0.378611 0.280529
0.59432 0.411241 0.305697
0.602802 0.398986 0.30837
0.546671 0.39743 0.308157
0.507123 0.371899 0.299424
0.490987 0.369909 0.306117
0.502886 0.364824 0.308574
0.499066 0.349903 0.307036
0.519187 0.335667 0.295352
0.553455 0.314891 0.256873
0.594899 0.293318 0.213684
0.557024 0.267896 0.183871
0.534491 0.277085 0.167636
0.592405 0.275108 0.167455
0.659444 0.285827 0.176979
0.74967 0.258046 0.163818
0.780944 0.224683 0.152731
0.768868 0.2265 0.14847
0.70121 0.227734 0.153004
0.568207 0.256078 0.181083
0.136414 0.257962 0.191056
