mTDT2G_cv2_useDistances ScoreTDT mTDT
0.634949 0.54488 0.558102
0.648147 0.480196 0.544363
0.661882 0.54406 0.595062
0.656592 0.553424 0.607511
0.654237 0.559691 0.618344
0.654104 0.563868 0.625567
0.666618 0.574872 0.637792
0.699822 0.588896 0.655645
0.707301 0.594728 0.67598
0.720962 0.616731 0.699749
0.749664 0.604203 0.692052
0.770183 0.5909 0.681791
0.788813 0.554041 0.644799
0.798712 0.51397 0.606038
0.797579 0.487415 0.579207
0.772627 0.448406 0.54552
0.777358 0.421339 0.519313
0.772608 0.408473 0.501717
0.736517 0.397275 0.499152
0.724174 0.402124 0.519116
0.725034 0.442022 0.562642
0.708434 0.485133 0.607938
0.691833 0.495811 0.632648
0.669895 0.513171 0.655529
0.639996 0.542431 0.680883
0.644346 0.574401 0.692925
0.659238 0.597564 0.71174
0.657771 0.619668 0.68311
0.58883 0.614242 0.661992
0.546235 0.608815 0.640874
0.573033 0.615287 0.622229
0.534189 0.622453 0.607897
0.502858 0.61772 0.591091
0.453932 0.589891 0.553626
0.407742 0.587168 0.53025
0.352937 0.551109 0.542056
0.36113 0.530683 0.547416
0.366818 0.513848 0.554155
0.36884 0.499541 0.550416
0.426604 0.492152 0.54778
0.480308 0.465698 0.539721
0.497906 0.462958 0.544633
0.535215 0.448065 0.532306
0.572204 0.458316 0.526035
0.613171 0.44846 0.502769
0.617441 0.420251 0.469422
0.518707 0.393786 0.44352
0.481233 0.358047 0.421279
0.487552 0.351717 0.409084
0.429426 0.335459 0.408464
0.379191 0.3036 0.391596
0.408367 0.283433 0.37098
0.423734 0.268935 0.354641
0.465926 0.254886 0.32792
0.527295 0.231748 0.299694
0.546782 0.239657 0.305486
0.534097 0.257111 0.323106
0.594667 0.257376 0.332148
0.634748 0.276231 0.350336
0.618711 0.288657 0.364966
0.614819 0.300922 0.380269
0.588142 0.330887 0.410635
0.63796 0.365668 0.445537
0.652974 0.368903 0.433714
0.683008 0.340706 0.397903
0.723686 0.322097 0.371485
0.671136 0.326372 0.343938
0.613193 0.332267 0.315982
0.624951 0.345671 0.312422
0.667136 0.355689 0.312883
0.651645 0.365707 0.313345
0.679232 0.377887 0.31744
0.675798 0.40161 0.32907
0.680127 0.428539 0.343823
0.758082 0.432254 0.373144
0.817192 0.425466 0.3951
0.750416 0.422212 0.395742
0.743284 0.42356 0.400135
0.732818 0.425357 0.405992
0.698304 0.427874 0.414191
0.664302 0.431649 0.426491
0.586929 0.429389 0.438664
0.480225 0.400956 0.405983
0.29415 0.386742 0.370132
