mTDT2G_cv2_useDistances ScoreTDT mTDT
0.255556 0.290883 0.25946
0.291524 0.259523 0.272304
0.363652 0.201636 0.235103
0.446401 0.155962 0.177409
0.513669 0.146044 0.151536
0.470497 0.122326 0.126296
0.506803 0.0738594 0.0830527
0.463987 0.0361254 0.0355443
0.387197 0.0234202 0.00929846
0.271433 0.020613 0.00891897
0.140978 0.00386337 0.00122766
0.0997017 0.00706946 0.00292908
0.0531466 0.0164749 0.00636923
0.0543338 0.0224446 0.00701105
0.0504105 0.0230226 0.00660935
0.0596488 0.0238637 0.00652338
0.0697542 0.0317517 0.00964711
0.0823084 0.0335076 0.00951584
0.0543702 0.0277559 0.00673409
0.0465884 0.0244822 0.00766266
0.0580689 0.0301741 0.0110861
0.060639 0.0532046 0.0206362
