mTDT2G_cv2_useDistances ScoreTDT mTDT
0.217062 0.031286 0.0430443
0.123392 0.0176334 0.0252879
0.0257839 0.00391758 0.00715342
0.235025 0.226694 0.205834
0.271991 0.336576 0.280251
0.328025 0.173189 0.151734
0.282085 0.0656265 0.0745608
0.00477378 0.00813638 0.00110049
0.0140992 0.0121584 0.00424597
0.0265409 0.0133311 0.00463652
0.0278616 0.00899838 0.00228849
0.180374 0.308937 0.178918
0.2904 0.596937 0.346122
0.215365 0.483661 0.319188
0.116171 0.24469 0.229656
0.463429 0.419953 0.340851
0.735523 0.653463 0.519636
0.603541 0.444474 0.451379
0.427103 0.297303 0.334275
0.165741 0.217833 0.164606
0.438501 0.391531 0.202038
0.770639 0.695413 0.424736
0.712402 0.84915 0.683149
0.720116 0.540589 0.581344
0.671093 0.479259 0.447163
0.491876 0.808677 0.602901
0.61239 0.409112 0.34535
0.815316 0.334529 0.3642
0.794611 0.631051 0.612147
0.556159 0.747141 0.721632
0.572705 0.867048 0.866959
0.614819 0.424214 0.470286
0.614126 0.143473 0.215594
0.825668 0.295132 0.395997
0.893279 0.603897 0.674266
0.820164 0.911367 0.879662
0.401224 0.732957 0.678474
0.0732859 0.672509 0.588523
0.0496898 0.676385 0.570209
0.347259 0.294955 0.386381
0.75934 0.496194 0.622227
0.874089 0.925244 0.924966
0.516753 0.921797 0.878744
0.210192 0.943535 0.911839
0.511286 0.84211 0.818707
0.454357 0.773436 0.750139
0.31727 0.879785 0.82429
0.302529 0.830097 0.718381
0.227433 0.440847 0.4044
0.278876 0.1334 0.121273
0.509143 0.0671281 0.0429645
0.411802 0.0276066 0.0242072
0.0221814 0.0140718 0.0103952
0.243837 0.195362 0.22423
0.500991 0.337744 0.401268
0.65866 0.193239 0.218425
0.875469 0.458926 0.370031
0.632736 0.422528 0.337293
0.163288 0.00506019 0.0018703
0.363376 0.397482 0.347557
0.436406 0.473571 0.514074
0.101625 0.390305 0.309109
0.109289 0.314269 0.144162
0.284208 0.325963 0.34313
0.430719 0.542454 0.481054
0.67552 0.520427 0.281048
0.772331 0.34756 0.190271
0.617077 0.105136 0.181302
0.663525 0.148464 0.252098
0.731632 0.304863 0.290629
0.700733 0.496433 0.458268
0.738445 0.628199 0.573596
0.73954 0.665954 0.517054
0.70698 0.702752 0.51542
0.750381 0.729055 0.62005
0.897638 0.82151 0.808253
0.802613 0.803362 0.764747
0.521633 0.503039 0.494845
0.601168 0.489988 0.515034
0.568583 0.718593 0.73071
0.350504 0.828356 0.791072
0.414103 0.572611 0.590318
0.466705 0.63242 0.704572
0.550472 0.931869 0.88576
0.65995 0.868244 0.713452
0.674162 0.702587 0.636709
0.752195 0.466078 0.562987
0.893335 0.590935 0.666974
0.796024 0.811347 0.841905
0.308828 0.404211 0.432006
0.437402 0.27556 0.349833
0.78472 0.760333 0.823111
0.658695 0.698125 0.758701
0.365591 0.463531 0.5512
0.414756 0.433118 0.478298
0.845986 0.557131 0.573781
0.967999 0.649715 0.662997
0.699022 0.34203 0.371245
0.605772 0.373893 0.380843
0.615319 0.716171 0.659097
0.643978 0.686593 0.685206
0.751384 0.480244 0.527053
0.687614 0.54819 0.521144
0.661376 0.704316 0.67692
0.581795 0.793267 0.793985
0.565617 0.495435 0.512346
0.486434 0.351747 0.287957
0.516547 0.707779 0.580903
0.65974 0.729015 0.714403
0.530773 0.545465 0.504278
0.265556 0.428521 0.24937
0.555811 0.319905 0.182159
0.810488 0.318097 0.281705
0.493738 0.238988 0.297406
0.243137 0.160279 0.180145
0.400057 0.185926 0.181179
0.571576 0.545814 0.582011
0.55539 0.627512 0.680657
0.618066 0.167221 0.274714
0.607451 0.395658 0.39423
0.397695 0.599636 0.478741
0.56289 0.52046 0.386284
0.860337 0.504228 0.442337
0.683983 0.391746 0.373625
0.720056 0.55059 0.502084
0.767 0.399162 0.403734
0.646616 0.149161 0.190151
0.695396 0.345221 0.352074
0.637285 0.413772 0.430393
0.74939 0.577065 0.538042
0.897749 0.853385 0.795445
0.858735 0.855422 0.870969
0.926488 0.753796 0.703868
0.811622 0.518484 0.435919
0.804125 0.370972 0.395931
0.496854 0.212599 0.29876
0.385237 0.0679704 0.1108
0.460359 0.233493 0.185111
0.117864 0.178216 0.129454
0.413295 0.457142 0.413717
0.602174 0.932461 0.881301
0.423301 0.857139 0.845102
0.609885 0.532391 0.590766
0.827288 0.443273 0.543727
0.529491 0.30738 0.353773
0.499488 0.0429647 0.0443678
0.431242 0.0252968 0.017427
0.356487 0.00285871 0.00783528
0.559946 0.0394742 0.0736131
0.504347 0.356556 0.347762
0.584662 0.737785 0.679231
0.570063 0.662545 0.528326
0.35509 0.247706 0.137282
0.268657 0.162983 0.209046
0.42396 0.324362 0.318885
0.352892 0.267977 0.195551
0.487028 0.505559 0.45113
0.404669 0.811663 0.692868
0.488576 0.709726 0.558941
0.795764 0.332797 0.323812
0.388357 0.420573 0.299301
0.472038 0.563358 0.455894
0.546819 0.52227 0.581238
0.363557 0.485835 0.559247
0.411061 0.287827 0.331203
0.365778 0.524191 0.521854
0.242744 0.864587 0.903114
0.108583 0.583797 0.572509
0.371216 0.204696 0.17092
0.638228 0.123599 0.146109
0.347398 0.268289 0.381793
0.519723 0.541578 0.666808
0.576423 0.785464 0.84039
0.163918 0.896269 0.925705
0.212518 0.820455 0.812772
0.252506 0.846598 0.732821
0.317274 0.622131 0.433595
0.299264 0.492212 0.405228
0.377045 0.639385 0.63041
0.713362 0.845935 0.811838
0.682241 0.615057 0.671078
0.478905 0.232414 0.346089
0.680968 0.510149 0.598803
0.807739 0.502604 0.570592
0.668696 0.16556 0.246149
0.782506 0.0563491 0.101823
0.621255 0.16963 0.0735747
0.193741 0.25857 0.1463
0.26896 0.113636 0.122004
0.571495 0.256236 0.274056
0.756532 0.541544 0.406404
0.512776 0.4902 0.424827
0.422696 0.525746 0.632258
0.641335 0.680874 0.7418
0.327729 0.340651 0.355675
0.127766 0.257663 0.276122
0.348081 0.689697 0.698687
0.337098 0.871789 0.841331
0.574784 0.820781 0.763798
0.91291 0.47712 0.445396
0.810818 0.218991 0.237045
0.671913 0.381076 0.365943
0.594033 0.424749 0.411861
0.579021 0.654106 0.666416
0.680051 0.881938 0.890097
0.804191 0.443464 0.468802
0.486633 0.0441515 0.0728056
0.126092 0.0167489 0.0241014
0.0839514 0.0406512 0.0305488
0.382272 0.182276 0.165096
0.617282 0.251519 0.234936
0.594797 0.45419 0.485575
0.413357 0.855575 0.891802
0.147871 0.81519 0.850365
0.287427 0.750213 0.788146
0.391117 0.859614 0.82734
0.638281 0.432873 0.406112
0.791583 0.33195 0.28265
0.67818 0.703358 0.613575
0.356841 0.382067 0.344025
0.0145107 0.0078694 0.00254839
0.0409908 0.0607629 0.0551563
0.05895 0.107311 0.128031
0.487481 0.498718 0.536749
0.882532 0.800114 0.852222
0.529441 0.549817 0.521648
0.159165 0.24204 0.154375
0.392848 0.236753 0.230565
0.600361 0.438996 0.342873
0.485688 0.513932 0.283538
0.42189 0.379354 0.291678
0.418934 0.292637 0.365607
0.403026 0.235633 0.317936
0.218405 0.147912 0.238141
0.0937974 0.297401 0.386602
0.339275 0.431678 0.524002
0.4303 0.725794 0.777475
0.600179 0.940718 0.887576
0.611696 0.780762 0.62908
0.486 0.6867 0.55805
0.668681 0.75582 0.650008
0.779763 0.704017 0.563692
0.906361 0.662344 0.541905
0.846737 0.462608 0.435483
0.397924 0.160204 0.163576
0.0155718 0.0622743 0.0393263
0.0548026 0.0449681 0.0380415
0.524927 0.137851 0.0699143
0.513382 0.244684 0.105079
0.0909023 0.196055 0.130788
0.0554233 0.0766071 0.0821199
0.0107848 0.0486852 0.0311071
0.102727 0.0916628 0.10735
0.475517 0.100421 0.145114
0.794018 0.0775964 0.112712
0.488448 0.0525155 0.0658591
0.258124 0.0596778 0.154106
0.616801 0.279354 0.375796
0.759419 0.373737 0.34486
0.695856 0.328086 0.269867
0.670157 0.464185 0.447098
0.612513 0.513296 0.529462
0.370157 0.479397 0.364106
0.169217 0.355447 0.210292
0.43303 0.137649 0.133211
0.561843 0.11725 0.145989
0.558178 0.536886 0.484381
0.501489 0.765557 0.595951
0.273048 0.404927 0.290511
0.121232 0.124018 0.109896
0.481889 0.301424 0.334034
0.75758 0.573261 0.57309
0.394042 0.327387 0.303951
0.125121 0.0266568 0.0447467
0.53417 0.283864 0.189662
0.513806 0.302125 0.213685
0.167451 0.166834 0.168777
0.160796 0.237371 0.164409
0.0106688 0.120691 0.0231687
0.18679 0.136086 0.111001
0.617301 0.51408 0.509152
0.839975 0.834213 0.81681
0.797209 0.789879 0.774092
0.393334 0.365574 0.359324
0.323234 0.441729 0.387779
0.452834 0.616063 0.579338
0.364649 0.418672 0.440826
0.535559 0.30821 0.350658
0.706338 0.157382 0.198723
0.899635 0.455099 0.470741
0.721893 0.412513 0.521489
0.630566 0.0707426 0.529008
0.432795 0.0202019 0.384637
0.120902 0.00287437 0.0156416
0.553673 0.0834395 0.0901761
0.646907 0.112686 0.133112
0.595208 0.380059 0.391494
0.819422 0.721326 0.697162
0.900376 0.588306 0.574065
0.632634 0.399282 0.42921
0.354475 0.292399 0.348674
0.217809 0.12344 0.137295
0.0747772 0.0189233 0.00935609
0.0893573 0.20066 0.119341
0.0392573 0.19694 0.11477
0.0294396 0.0290439 0.00932712
0.0752231 0.0734972 0.0325119
0.140006 0.196483 0.158437
0.159262 0.342148 0.352778
0.575882 0.390148 0.484157
0.966928 0.332221 0.479529
0.83972 0.141302 0.369552
0.766525 0.31433 0.371332
