mTDT2G_cv2_useDistances ScoreTDT mTDT
8.96208e-06 0.000245537 3.40709e-05
1.27218e-05 0.0010479 0.000575754
7.41084e-05 0.0035623 0.00055556
0.00317597 0.00761163 0.000980253
0.00437388 0.0181257 0.00339552
0.00364494 0.0171302 0.0033673
0.0031245 0.0148901 0.00296239
0.00273395 0.013201 0.00260236
0.00243019 0.0118698 0.00231773
0.00218897 0.0111327 0.00213695
0.00218808 0.011341 0.00218207
0.00218703 0.0114376 0.00211038
0.00216739 0.0105965 0.00206146
0.000919243 0.00875847 0.00185444
2.75141e-06 0.00293965 0.000555313
2.72913e-06 0.00173142 0.000232887
2.54476e-06 0.00158911 0.000179626
2.53338e-06 0.00145243 0.000171408
2.52866e-06 0.00137865 0.000167356
1.25042e-06 0.00107726 0.000116427
1.69656e-06 0.000939339 6.79646e-05
2.2837e-06 0.000981809 2.82855e-05
3.21291e-06 0.00100483 2.57492e-05
3.27483e-06 0.000872016 7.35128e-06
5.98371e-06 0.000676564 8.37269e-07
1.70018e-05 0.000675857 6.97709e-07
5.21582e-05 0.000759861 9.42957e-07
5.39788e-05 0.00181456 2.28273e-05
5.4251e-05 0.00383547 9.41739e-05
5.39168e-05 0.00616968 0.000142628
5.35945e-05 0.00906101 0.000169551
5.3925e-05 0.0100306 0.000214885
5.39262e-05 0.0107861 0.000269668
6.95692e-05 0.0112834 0.000310701
6.75629e-05 0.0113074 0.000313122
5.71277e-05 0.0113324 0.000323084
2.19751e-05 0.0112908 0.000323656
2.02773e-05 0.0111146 0.000316423
2.00381e-05 0.00938573 0.000254177
2.03811e-05 0.00895926 0.000298524
2.38963e-05 0.0093143 0.00124835
2.38481e-05 0.010257 0.00208966
2.41512e-05 0.0134213 0.00412196
8.51305e-06 0.0157142 0.0067931
8.26542e-06 0.0167152 0.00705338
7.88808e-06 0.0174197 0.0071478
1.78328e-05 0.0234654 0.00815961
2.15896e-05 0.0271211 0.00878583
3.52654e-05 0.0288725 0.00913513
0.000434326 0.0290783 0.00974361
0.00125133 0.0262232 0.0090289
0.00136285 0.0275662 0.00850432
0.00161735 0.0261607 0.00666584
0.0149581 0.0305734 0.00640499
0.0191591 0.0459526 0.00944526
0.0236586 0.065401 0.0185053
0.0239811 0.0609643 0.0185832
0.0240056 0.0576257 0.0183223
0.0242124 0.0556343 0.0180459
0.0269685 0.0535153 0.0177338
0.0265825 0.0535428 0.0182345
0.0399451 0.0501358 0.0189605
0.0515033 0.0477178 0.0191583
0.0494084 0.0410034 0.0195219
0.0569659 0.0246912 0.0174899
0.0610298 0.00477479 0.00939967
0.0922773 0.0040814 0.0142959
0.125794 0.00478711 0.0230077
0.144054 0.0111954 0.0365033
0.157803 0.018758 0.0481202
0.179489 0.0291114 0.0686598
0.191355 0.0462534 0.0843458
0.200278 0.0737585 0.101422
0.217027 0.0828711 0.103654
0.216481 0.103716 0.107497
0.23102 0.114942 0.118247
0.220422 0.128109 0.125545
0.20399 0.143692 0.130491
0.207187 0.156794 0.129611
0.214815 0.172741 0.13152
0.213218 0.188758 0.111144
0.199818 0.193964 0.092278
0.19604 0.152733 0.0508043
0.112129 0.209405 0.051141
