mTDT2G_cv2_useDistances ScoreTDT mTDT
0.96351 0.620529 0.701291
0.740716 0.580193 0.549154
0.668756 0.549252 0.482328
0.524782 0.537553 0.462412
0.317116 0.420098 0.311414
0.205339 0.406759 0.338743
0.130799 0.390075 0.38269
0.193261 0.382939 0.409084
0.181052 0.357996 0.400626
0.208449 0.250171 0.294381
0.224665 0.147823 0.166136
0.162491 0.0622724 0.0742669
0.367808 0.110941 0.1308
0.535876 0.115715 0.123394
0.651193 0.168569 0.184027
0.651153 0.152491 0.171209
0.612053 0.169858 0.231433
0.568504 0.329283 0.398296
0.556285 0.413657 0.481363
0.72308 0.48696 0.556028
0.582946 0.497071 0.491983
0.626117 0.519085 0.516321
0.645903 0.496602 0.548008
0.632571 0.54541 0.55268
0.814531 0.60992 0.598305
0.808622 0.531733 0.51991
0.613359 0.419239 0.341774
0.58191 0.373705 0.320086
0.414777 0.253776 0.251721
0.00203077 0.0202517 0.00048841
