mTDT2G_cv2_useDistances ScoreTDT mTDT
0.928113 0.527066 0.437326
0.937036 0.505719 0.451617
0.940011 0.498604 0.45638
0.766621 0.590419 0.558898
0.736368 0.485294 0.457015
0.717843 0.437686 0.406775
0.650787 0.400664 0.367638
0.508849 0.339996 0.342294
0.372568 0.275909 0.293248
0.331803 0.26081 0.299358
0.230224 0.360948 0.432975
0.126384 0.442652 0.530019
0.0439304 0.477995 0.593702
0.0290353 0.543651 0.629317
0.0370916 0.640726 0.728013
0.0730083 0.566841 0.635328
0.121994 0.524668 0.560825
0.145958 0.491629 0.525424
0.174683 0.485288 0.510628
0.231258 0.475616 0.504993
0.258579 0.372275 0.375586
0.299797 0.412585 0.404173
