mTDT2G_cv2_useDistances ScoreTDT mTDT
0.0069215 0.000260754 0.000441385
0.00601378 0.000639165 0.000568506
0.00402818 0.000892335 0.000871977
0.00302347 0.000690207 0.000928163
0.00242466 0.000659441 0.00173079
0.00213532 0.000640988 0.00417505
0.00200713 0.00071931 0.00616053
0.00205339 0.000814135 0.00876855
0.00126469 0.000860092 0.0105654
0.000772222 0.000738922 0.0115195
0.00616997 0.00467221 0.019207
0.0151084 0.0401936 0.0388769
0.0375316 0.0809591 0.0701271
0.0560304 0.104039 0.093246
0.0868523 0.111194 0.107573
0.10849 0.115256 0.118861
0.11478 0.129118 0.131441
0.11604 0.129317 0.130584
0.110804 0.125209 0.122714
0.102056 0.0896791 0.102911
0.0896119 0.0488481 0.0711229
0.0733487 0.0257766 0.0461754
0.0449438 0.0187049 0.0299443
0.0242937 0.0147231 0.0155111
0.0204885 0.000894354 0.00123301
0.0220287 0.000769812 0.00119319
0.0261637 0.000922713 0.00142847
0.0323232 0.00115044 0.00177762
0.0164759 0.00152966 0.00215737
0.0154271 0.00198701 0.00235263
0.0102795 0.00211595 0.00186519
