mTDT2G_cv2_useDistances ScoreTDT mTDT
0.978471 0.232924 0.100494
0.76062 0.280046 0.197087
0.579954 0.251741 0.198045
0.461069 0.22535 0.188734
0.256111 0.186603 0.196655
0.154815 0.111512 0.12478
0.345141 0.0800225 0.0778652
0.396425 0.0439457 0.037718
0.384703 0.0267901 0.00536918
0.374191 0.0205801 0.00411999
0.129221 0.00445214 0.00204291
0.0518418 0.00440643 0.00210518
0.0239474 0.00428131 0.00196366
0.025776 0.0429002 0.0230545
0.0275623 0.0427563 0.0222045
0.0296861 0.0442809 0.022493
0.0647171 0.0450283 0.0232769
0.101291 0.0169533 0.00584204
0.236563 0.0416999 0.0388431
0.312573 0.0530046 0.0512521
0.398712 0.0736053 0.0742018
0.548274 0.103072 0.132596
