mTDT2G_cv2_useDistances ScoreTDT mTDT
0.872385 0.935089 0.895793
0.75336 0.719918 0.679669
0.642671 0.621556 0.57167
0.49191 0.648599 0.524976
0.358265 0.552206 0.361222
0.24835 0.432403 0.366527
0.280471 0.457104 0.521839
0.314226 0.769238 0.808643
0.14662 0.684435 0.786886
0.185191 0.425159 0.56452
0.152075 0.222639 0.278879
0.372357 0.388258 0.342281
0.604644 0.849172 0.786826
0.611539 0.588493 0.640658
0.785133 0.511776 0.537444
0.460121 0.421735 0.403509
0.364173 0.280337 0.226372
0.792489 0.64079 0.591859
0.918737 0.587052 0.654775
0.812208 0.304768 0.401008
0.488266 0.166289 0.214957
0.595804 0.394902 0.434453
0.660406 0.562763 0.546245
0.575318 0.557459 0.481089
0.736128 0.500049 0.664654
0.746687 0.534232 0.770503
0.868881 0.809811 0.842985
0.863585 0.602457 0.636258
0.380786 0.156496 0.20334
0.000604395 0.00163398 7.77191e-05
