mTDT2G_cv2_useDistances ScoreTDT mTDT
0.970494 0.304646 0.419217
0.757114 0.502316 0.590422
0.716515 0.572433 0.642535
0.77919 0.542258 0.591749
0.661671 0.576259 0.583465
0.533508 0.491684 0.465974
0.398295 0.367706 0.330647
0.162937 0.397874 0.346333
0.0420294 0.469215 0.426522
0.037745 0.560296 0.530317
0.0321207 0.738318 0.710845
0.151772 0.741417 0.707336
0.379264 0.679932 0.638563
0.607844 0.656929 0.588834
0.666712 0.526219 0.432742
0.700991 0.596154 0.524703
0.61654 0.692272 0.63075
0.634474 0.737347 0.705583
0.77824 0.784345 0.807788
0.725128 0.805405 0.834303
0.660334 0.764773 0.817917
0.589566 0.654955 0.724162
0.584316 0.600016 0.644127
0.678924 0.425568 0.465825
0.794452 0.312811 0.330422
0.850477 0.357184 0.366891
0.851903 0.443135 0.434996
0.866406 0.559899 0.538874
0.885234 0.622538 0.582102
0.738932 0.591992 0.53509
0.585963 0.624971 0.575881
0.372205 0.678844 0.639752
0.280247 0.652178 0.663477
0.328919 0.722135 0.77573
0.416721 0.633107 0.750289
0.497065 0.605087 0.737526
0.532518 0.732101 0.817316
0.600039 0.801881 0.849126
0.698406 0.906296 0.880068
0.85458 0.8587 0.841687
0.938656 0.808839 0.825772
0.977015 0.755139 0.811722
0.974327 0.675152 0.78858
0.98519 0.621009 0.791196
0.932597 0.620173 0.78862
0.807789 0.640003 0.805913
0.776893 0.612874 0.734587
0.660709 0.527286 0.567969
0.567569 0.481469 0.514526
0.583302 0.434914 0.445473
0.441084 0.505117 0.522074
0.557269 0.736148 0.755575
0.700013 0.811563 0.823207
0.806964 0.849306 0.852074
0.982766 0.862977 0.862212
0.965531 0.818546 0.818546
0.74678 0.635708 0.627649
0.526863 0.452871 0.436752
0.299494 0.293437 0.252741
0.0997906 0.159466 0.0769366
0.108107 0.173414 0.0793052
0.172504 0.172505 0.0775107
0.199793 0.172235 0.0830526
0.253727 0.178316 0.123433
0.397729 0.257514 0.216517
0.378346 0.296475 0.269272
0.491697 0.452543 0.42995
0.60721 0.518913 0.493227
0.552928 0.485533 0.453048
0.617896 0.443505 0.412512
0.562683 0.253612 0.238073
0.468231 0.129024 0.127567
0.439533 0.0603407 0.0719083
0.400056 0.0553973 0.0610989
0.317626 0.0541887 0.0585911
0.235196 0.0455577 0.0465053
0.16471 0.0794372 0.0495979
0.0942237 0.16623 0.0681003
0.121219 0.20418 0.0801679
0.128301 0.21777 0.0855174
0.111863 0.176925 0.075826
0.0967252 0.100752 0.0555337
0.174222 0.0877944 0.0566779
0.225398 0.0838056 0.0644377
0.361664 0.146699 0.156914
0.403995 0.171995 0.200711
0.30732 0.179182 0.222769
0.404656 0.242219 0.278801
0.500878 0.304804 0.296312
0.689735 0.31746 0.32343
0.890043 0.320419 0.344937
0.815298 0.478027 0.507252
0.667088 0.535721 0.597661
0.465904 0.708046 0.754603
0.413569 0.871626 0.909515
0.478803 0.877081 0.914897
0.583766 0.78705 0.824435
0.771194 0.685227 0.712688
0.740002 0.651661 0.677359
0.672421 0.60508 0.637623
0.508747 0.713179 0.732506
0.342202 0.805655 0.832715
0.243265 0.865585 0.858353
0.212352 0.854193 0.860859
0.23329 0.820086 0.842881
0.23734 0.718668 0.772898
0.208408 0.637978 0.749203
0.174233 0.609669 0.72385
0.302817 0.45797 0.55096
0.46981 0.485284 0.52437
0.697452 0.453879 0.438025
0.882121 0.43975 0.38472
0.910255 0.602773 0.549771
0.879259 0.533386 0.507496
0.868898 0.583105 0.570461
0.750594 0.672723 0.675747
0.572298 0.729092 0.737118
0.533457 0.740815 0.719765
0.407169 0.674303 0.647235
0.368451 0.496146 0.484715
0.433182 0.308418 0.286086
0.46738 0.274237 0.278198
0.373194 0.373546 0.396836
0.365583 0.515263 0.528716
0.404694 0.659981 0.673624
0.330149 0.773937 0.762979
0.368385 0.782261 0.765349
0.366706 0.79762 0.773152
0.29029 0.739266 0.770052
0.23714 0.722948 0.815872
0.225057 0.680079 0.793947
0.303378 0.664214 0.797602
0.430243 0.722698 0.824248
0.58623 0.732669 0.815658
0.674776 0.719622 0.80503
0.630654 0.722234 0.804267
0.537988 0.724847 0.803505
0.408657 0.744391 0.8185
0.374757 0.742024 0.816656
0.413151 0.657882 0.737138
0.337783 0.621786 0.700954
0.264081 0.634176 0.695826
0.227004 0.691604 0.727596
0.129202 0.716897 0.749034
0.168754 0.764836 0.785459
0.172334 0.779128 0.801643
0.165231 0.72356 0.737371
0.253324 0.734347 0.746256
0.317824 0.673266 0.688917
0.41237 0.623072 0.61771
0.445814 0.547384 0.574334
0.4427 0.506744 0.552003
0.480689 0.46728 0.537577
0.505671 0.423053 0.487234
0.594179 0.534967 0.566327
0.664838 0.662871 0.652181
0.670182 0.784583 0.705443
0.630153 0.883506 0.782964
0.623794 0.856577 0.769645
0.478076 0.841098 0.768473
0.331932 0.818589 0.760605
0.420649 0.720045 0.715623
0.344381 0.632895 0.62867
0.337976 0.442491 0.445412
0.324473 0.250632 0.314424
0.147405 0.167417 0.257489
0.0696685 0.109799 0.248387
0.0776171 0.14812 0.265607
0.314393 0.208709 0.345828
0.354354 0.305044 0.413125
0.524397 0.391726 0.474889
0.68956 0.47784 0.586939
0.654389 0.460336 0.523641
0.805455 0.404832 0.475518
0.634909 0.316908 0.362241
0.542459 0.208979 0.220202
0.389535 0.187745 0.186889
0.223084 0.165541 0.155128
0.342624 0.301994 0.284975
0.355634 0.414469 0.402968
0.398636 0.559748 0.555056
0.482591 0.692308 0.691929
0.526058 0.666881 0.705873
0.561244 0.647925 0.698394
0.598341 0.585295 0.615148
0.590963 0.511521 0.501405
0.561006 0.540228 0.465014
0.585304 0.602634 0.512264
0.623606 0.707446 0.619199
0.539041 0.688378 0.600234
0.497798 0.566909 0.492543
0.355636 0.408086 0.35364
0.29775 0.207504 0.159318
0.367672 0.132461 0.114555
0.318443 0.274464 0.277898
0.477426 0.335483 0.343006
0.525354 0.455838 0.483334
0.521457 0.591465 0.63771
0.545036 0.532593 0.594767
0.458757 0.53621 0.591448
0.476209 0.525638 0.571172
0.497537 0.556267 0.562429
0.537862 0.576673 0.561091
0.525941 0.678355 0.633928
0.442486 0.790442 0.739398
0.457704 0.853502 0.822604
0.511264 0.953197 0.925887
0.553463 0.886615 0.876979
0.529778 0.75363 0.74725
0.506645 0.57624 0.584813
0.450578 0.406648 0.427889
0.522393 0.409523 0.46295
0.51145 0.352401 0.406945
0.559324 0.365443 0.418152
0.537291 0.351483 0.378602
0.555695 0.260574 0.268883
0.634259 0.304825 0.292631
0.66785 0.29909 0.250576
0.728598 0.316426 0.279637
0.697517 0.363873 0.321016
0.763016 0.413527 0.377826
0.781718 0.513627 0.493357
0.771786 0.59215 0.553132
0.738249 0.667341 0.619725
0.724394 0.666477 0.620225
0.711898 0.623822 0.58148
0.758595 0.604469 0.575474
0.743274 0.661397 0.641181
0.712562 0.747416 0.733118
0.706912 0.738757 0.730461
0.642038 0.653791 0.653722
0.571585 0.442741 0.451764
0.533238 0.256566 0.266512
0.408691 0.228255 0.23087
0.527244 0.385551 0.386772
0.632437 0.454661 0.457713
0.662457 0.632005 0.624609
0.763417 0.712657 0.707484
0.718099 0.658601 0.656798
0.689463 0.724211 0.700518
0.687421 0.608128 0.606364
0.71613 0.584472 0.600867
0.74777 0.586226 0.565378
0.766151 0.633168 0.622132
0.809902 0.725134 0.682637
0.784911 0.806042 0.729943
0.613616 0.835326 0.799723
0.494198 0.788233 0.767122
0.405444 0.700014 0.712635
0.360622 0.640293 0.670871
0.457752 0.632195 0.652721
0.518707 0.646264 0.653205
0.503924 0.70502 0.697035
0.532559 0.688103 0.682114
0.525018 0.671186 0.667193
0.547373 0.575097 0.56138
0.616006 0.539939 0.508545
0.626847 0.478933 0.447036
0.526519 0.404375 0.352162
0.486137 0.447995 0.392937
0.446245 0.371616 0.328332
0.416045 0.371076 0.308325
0.497014 0.384088 0.321684
0.55192 0.358095 0.290285
0.570437 0.408604 0.319385
0.555257 0.425572 0.329278
0.5578 0.38183 0.31482
0.616273 0.369988 0.334843
0.633391 0.313028 0.300236
