mTDT2G_cv2_useDistances ScoreTDT mTDT
0.180489 0.74964 0.0783224
0.0940253 0.675807 0.0735346
0.0639979 0.630993 0.0627971
0.0526614 0.604961 0.0555893
0.0453961 0.583932 0.0556703
0.0393826 0.609102 0.0566056
0.0355529 0.598469 0.051268
0.0329534 0.596783 0.0472939
0.0454074 0.634225 0.0671504
0.0534452 0.646325 0.0655235
0.0377171 0.659784 0.0641867
0.0678386 0.694189 0.0698222
0.0798067 0.739065 0.0844858
0.0905369 0.786086 0.108938
0.0927881 0.83558 0.12686
0.0940349 0.862043 0.15416
0.123297 0.908542 0.187297
0.194314 0.94997 0.2076
0.193763 0.95576 0.19608
0.182319 0.979638 0.202635
0.189201 0.979765 0.200395
0.161437 0.966586 0.193462
0.156182 0.951221 0.180154
0.14448 0.924914 0.155329
0.141494 0.913523 0.141563
0.140058 0.889739 0.113468
0.109826 0.852319 0.0816715
0.0373387 0.792294 0.060487
0.0234145 0.728609 0.0495295
0.0222844 0.659274 0.0384548
0.0133177 0.631435 0.0354611
0.0102776 0.616697 0.0325187
0.00320454 0.618809 0.0293148
0.0023306 0.638078 0.0346978
0.00187625 0.641456 0.0353366
0.00377919 0.65479 0.041793
0.0151803 0.669549 0.0444263
0.0201355 0.716985 0.0541318
0.028727 0.768529 0.0606846
0.0364952 0.831391 0.0671317
0.0680091 0.863555 0.0825503
0.0841827 0.883994 0.092785
0.110682 0.887955 0.111851
0.122096 0.889151 0.122058
0.167771 0.889458 0.129755
0.1902 0.896263 0.130796
0.191999 0.90633 0.130663
0.207553 0.917677 0.146318
0.252257 0.929303 0.173105
0.270399 0.929385 0.18931
0.257167 0.931248 0.209921
0.282781 0.94198 0.236781
0.312551 0.944652 0.231751
0.326403 0.941698 0.238152
0.35072 0.9435 0.260571
0.389283 0.938636 0.283246
0.456053 0.945257 0.317848
0.468582 0.934449 0.320397
0.445157 0.920731 0.309918
0.422686 0.914642 0.309061
0.431226 0.910253 0.29162
0.409298 0.905005 0.283496
0.370259 0.908547 0.31125
0.349544 0.916205 0.332888
0.279129 0.907329 0.294881
0.215748 0.906389 0.264489
0.13585 0.902669 0.229045
0.112518 0.906665 0.206496
0.0965803 0.918382 0.192131
0.0975295 0.927718 0.181074
0.0727392 0.934863 0.174976
0.0552015 0.936348 0.152639
0.039788 0.928782 0.110478
0.0352397 0.930214 0.0652221
0.035853 0.93906 0.0686596
0.0357813 0.945176 0.0792769
0.0363865 0.951829 0.0863859
0.0269486 0.949314 0.0845614
0.023018 0.952265 0.110068
0.0273043 0.955813 0.152869
0.0494461 0.958051 0.189701
0.0657272 0.963682 0.214488
0.114272 0.975207 0.259022
0.123531 0.974894 0.289145
0.125881 0.981017 0.313272
0.131819 0.983943 0.34428
0.143596 0.98702 0.376913
0.201062 0.996214 0.396606
0.206566 0.994933 0.372902
0.274727 0.994721 0.340887
0.295829 0.994365 0.315557
0.286889 0.991514 0.293035
0.236632 0.969854 0.254375
0.227834 0.94761 0.230196
0.249831 0.942159 0.222364
0.273408 0.935489 0.191738
0.294265 0.926273 0.15532
0.247077 0.916397 0.140717
0.26542 0.903037 0.148017
0.139676 0.879815 0.129792
0.0345267 0.841832 0.0888715
0.00311026 0.778384 0.0756343
0.00484365 0.774428 0.0734059
