mTDT2G_cv2_useDistances ScoreTDT mTDT
0.229597 0.818546 0.818546
0.586646 0.369171 0.369171
1 0.225253 0.225253
0.229597 0.818546 0.818546
0.229597 0.818546 0.818546
1 1 1
0.229597 0.818546 0.818546
0.586646 0.369171 0.369171
0.229597 0.818546 0.818546
0.229597 0.818546 0.818546
0.318907 0.763025 0.763025
0.50096 0.303484 0.303484
0.318907 0.763025 0.763025
0.318907 0.763025 0.763025
0.50096 0.303484 0.303484
0.318907 0.763025 0.763025
0.448991 0.223017 0.223017
0.648889 0.354539 0.354539
0.170902 0.0770999 0.0770999
1 1 1
0.139871 0.0863478 0.0863478
0.139871 0.0863478 0.0863478
0.631799 0.248213 0.248213
0.144227 0.827259 0.827259
0.427415 0.2278 0.2278
0.112041 0.818546 0.818546
0.4182 0.256839 0.256839
0.619408 0.33039 0.33039
0.213769 1 1
0.751477 1 1
0.31622 0.236724 0.236724
0.564718 0.365712 0.365712
0.788128 1 1
0.188876 1 1
0.788128 1 1
0.788128 1 1
0.428445 0.42334 0.42334
0.278175 0.546494 0.546494
0.311855 0.445766 0.445766
0.183238 0.555346 0.555346
0.571616 0.881497 0.881497
1 1 1
0.472367 0.808365 0.808365
0.201897 0.157299 0.157299
0.367879 1 1
0.750928 0.527089 0.527089
0.942095 1 1
0.367879 0.205903 0.205903
1 1 1
1 1 1
0.985508 0.861804 0.861804
0.2903 0.621873 0.621873
0.803265 0.4795 0.4795
1 0.384088 0.384088
0.985508 0.861804 0.861804
1 0.317311 0.317311
0.367879 1 1
1 0.861804 0.861804
1 1 1
1 0.317311 0.317311
0.201897 0.157299 0.157299
0.606531 0.317311 0.317311
0.939183 1 1
0.551431 0.398025 0.398025
0.980199 0.875896 0.875896
0.800737 1 1
0.351532 0.405381 0.405381
0.418353 0.193646 0.193646
0.496585 0.365712 0.365712
0.351532 0.405381 0.405381
1 1 1
0.0114855 0.00283754 0.00283754
0.00362025 0.00136255 0.00136255
1 0.157299 0.157299
0.453089 0.256839 0.256839
0.721577 0.731601 0.731601
0.606531 0.841481 0.841481
0.662913 0.861804 0.861804
0.112521 0.0587817 0.0587817
0.662913 0.861804 0.861804
0.853702 0.563703 0.563703
0.885379 0.647315 0.647315
0.211363 0.0955807 0.0955807
0.611565 0.256839 0.256839
0.339104 0.144127 0.144127
0.965531 0.781511 0.781511
0.496585 0.335924 0.335924
0.496585 0.335924 0.335924
0.611565 0.256839 0.256839
0.496585 0.335924 0.335924
0.496585 0.335924 0.335924
0.270706 0.105998 0.105998
0.135335 0.0587817 0.0587817
0.135335 0.0587817 0.0587817
1 1 1
0.542884 0.273322 0.273322
0.0452642 0.0135547 0.0135547
0.135335 0.0587817 0.0587817
0.165299 0.0832645 0.0832645
0.165299 0.0832645 0.0832645
0.542884 0.273322 0.273322
0.637628 0.345779 0.345779
0.204033 0.0863478 0.0863478
1 1 1
0.802951 0.546494 0.546494
1 0.354539 0.354539
0.579578 0.654721 0.654721
0.549889 0.274299 0.274299
1 0.865772 0.865772
0.22313 0.0832645 0.0832645
0.0395808 0.177932 0.177932
1 1 1
1 1 1
