mTDT2G_cv2_useDistances ScoreTDT mTDT
0.738475 0.290683 0.467243
0.77408 0.319591 0.441867
0.690778 0.351564 0.471452
0.717712 0.367551 0.486245
0.733663 0.428399 0.528288
0.718855 0.453919 0.547716
0.690345 0.514418 0.590179
0.69791 0.557416 0.634017
0.737851 0.577305 0.65384
0.753962 0.606642 0.685533
0.764061 0.589938 0.67527
0.77793 0.55749 0.644682
0.813845 0.481569 0.568471
0.793438 0.424519 0.513816
0.788241 0.379409 0.464154
0.762513 0.320294 0.37297
0.741608 0.283387 0.331557
0.742375 0.281415 0.339856
0.72958 0.301943 0.380441
0.725163 0.333862 0.420248
0.727013 0.370162 0.464045
0.692152 0.416336 0.555512
0.646432 0.443628 0.606806
0.617181 0.466776 0.637314
0.581733 0.498869 0.668299
0.534575 0.490938 0.671379
0.476867 0.4904 0.694024
0.514789 0.49802 0.656993
0.534643 0.473704 0.60218
0.482311 0.464251 0.566519
0.441375 0.47288 0.541659
0.411907 0.500063 0.536759
0.39037 0.515471 0.508304
0.307329 0.517405 0.521507
0.34824 0.562243 0.55726
0.388918 0.568663 0.564403
0.399994 0.581478 0.568817
0.436369 0.552619 0.565335
0.462107 0.523759 0.561852
0.484471 0.500388 0.565087
0.445147 0.448008 0.549173
0.485319 0.44751 0.5561
0.510899 0.397623 0.522211
0.511508 0.414788 0.503068
0.542147 0.390971 0.454877
0.537209 0.36403 0.41999
0.525211 0.337503 0.376132
0.512771 0.271707 0.304318
0.447897 0.232917 0.276377
0.379763 0.184678 0.253667
0.368973 0.186263 0.266081
0.404682 0.173305 0.244811
0.406901 0.193818 0.255414
0.389164 0.192983 0.252854
0.458035 0.190056 0.239165
0.532602 0.169666 0.210955
0.559993 0.173772 0.195807
0.530114 0.211401 0.233885
0.55801 0.237922 0.271102
0.578729 0.283531 0.324187
0.575355 0.318967 0.370036
0.568018 0.359527 0.407212
0.559323 0.366749 0.42525
0.600752 0.349746 0.398883
0.621263 0.312616 0.359524
0.652979 0.288687 0.332035
0.603844 0.282789 0.299366
0.558939 0.246795 0.258593
0.482184 0.244817 0.228961
0.406248 0.270507 0.217952
0.412557 0.302138 0.233459
0.423253 0.333768 0.248966
0.544702 0.357538 0.276889
0.638932 0.40689 0.318277
0.756097 0.401949 0.343481
0.84176 0.366266 0.349684
0.821295 0.378947 0.375008
0.789268 0.391628 0.400331
0.657201 0.387289 0.401188
0.63688 0.382192 0.408426
0.571996 0.40496 0.426852
0.52686 0.454821 0.467999
0.423391 0.437801 0.443533
0.112987 0.386742 0.370132
