mTDT2G_cv2_useDistances ScoreTDT mTDT
0.67032 0.416829 0.565032
0.607062 0.597549 0.664774
0.585976 0.657789 0.698021
0.673358 0.686239 0.694462
0.559252 0.67849 0.675423
0.50046 0.690975 0.657575
0.406748 0.761222 0.696578
0.328525 0.772461 0.698827
0.261496 0.7837 0.701076
0.112104 0.787216 0.714562
0.121164 0.782373 0.710398
0.114158 0.778839 0.747126
0.12686 0.725103 0.721025
0.145618 0.602998 0.604906
0.208628 0.509062 0.510958
0.299585 0.448501 0.435252
0.366202 0.424822 0.395592
0.366686 0.396513 0.352729
0.348807 0.452068 0.389593
0.343151 0.49742 0.423864
0.285876 0.498783 0.445549
0.214918 0.509203 0.45608
0.216712 0.523301 0.436393
0.201126 0.535779 0.453891
0.20338 0.522812 0.435984
0.194504 0.587187 0.514196
0.198197 0.646573 0.548148
0.207959 0.685256 0.591774
0.0880621 0.726691 0.716295
0.0951673 0.771431 0.756187
0.0998239 0.771431 0.756187
