mTDT2G_cv2_useDistances ScoreTDT mTDT
0.470731 0.772934 0.786133
0.597664 0.725221 0.667084
0.650337 0.682959 0.615918
0.627537 0.576504 0.520009
0.655631 0.552188 0.49233
0.554274 0.534966 0.467082
0.603385 0.528295 0.443999
0.650604 0.532782 0.444926
0.688118 0.536272 0.445647
0.716288 0.537503 0.451058
0.756732 0.517876 0.433908
0.774861 0.505777 0.442664
0.790274 0.506464 0.453605
0.822548 0.521821 0.487402
0.833016 0.527911 0.501184
0.882372 0.558688 0.542913
0.84162 0.570349 0.591654
0.810259 0.576436 0.616582
0.765494 0.582523 0.641509
0.763409 0.578114 0.649008
0.75705 0.580355 0.644159
0.730456 0.581444 0.634282
0.692765 0.568811 0.613338
0.639397 0.564363 0.582807
0.565173 0.571947 0.576112
0.518137 0.588302 0.580868
0.476675 0.593565 0.55089
0.417508 0.616435 0.551491
0.366451 0.639304 0.552092
0.272262 0.676495 0.557616
0.191664 0.704485 0.564992
0.129715 0.735642 0.575299
0.142938 0.765155 0.591089
0.162898 0.817966 0.649295
0.170745 0.851428 0.699901
0.195908 0.848388 0.711039
0.256723 0.86581 0.74681
0.331205 0.863607 0.761224
0.382554 0.860008 0.784215
0.465349 0.85244 0.813369
0.523105 0.841927 0.822269
0.588721 0.819501 0.791965
0.580539 0.808236 0.771377
0.588316 0.788366 0.720793
0.617855 0.760261 0.653589
0.630619 0.705834 0.580577
0.615494 0.657213 0.51419
0.578357 0.591346 0.439908
0.566844 0.559775 0.401487
0.538689 0.546461 0.379642
0.539996 0.508058 0.336615
0.483634 0.472181 0.315949
0.434355 0.424115 0.287641
0.385529 0.382818 0.265058
0.348827 0.346562 0.247941
0.380425 0.349543 0.246739
0.399601 0.353024 0.247699
0.431264 0.388173 0.270071
0.397377 0.398982 0.24068
0.37377 0.382717 0.201716
0.382618 0.401384 0.218371
0.432826 0.438241 0.249794
0.469012 0.491052 0.29377
0.509402 0.527438 0.338754
0.564273 0.57243 0.392279
0.544131 0.617346 0.435433
0.556111 0.648423 0.482896
0.560522 0.653808 0.506598
0.597336 0.627332 0.509933
0.623549 0.599069 0.498055
0.566741 0.575061 0.478015
0.531405 0.542249 0.460049
0.50893 0.48752 0.422339
0.460277 0.443372 0.380783
0.407706 0.389035 0.329708
0.363899 0.324922 0.288367
0.319589 0.290158 0.231909
0.296946 0.257779 0.183078
0.326172 0.265043 0.162725
0.32163 0.288419 0.155721
0.373757 0.286453 0.139007
0.419856 0.26647 0.117545
0.456983 0.265676 0.125429
0.50037 0.259481 0.127384
0.568815 0.2631 0.144888
0.619593 0.270864 0.156786
0.591897 0.257997 0.173466
0.630638 0.2789 0.217551
0.648434 0.29206 0.269076
0.688525 0.301122 0.307798
0.720735 0.306122 0.325466
0.693623 0.345689 0.370194
0.681533 0.391456 0.40039
0.694011 0.411918 0.408633
0.625573 0.434088 0.404655
0.605285 0.454029 0.405794
0.643024 0.481384 0.418717
0.615498 0.514531 0.430245
0.556964 0.53998 0.440642
0.500218 0.539776 0.441224
0.439199 0.557566 0.465557
0.452852 0.557631 0.465187
0.490443 0.536065 0.443713
0.508181 0.555087 0.456767
0.573875 0.561574 0.47244
0.612087 0.560656 0.486259
0.63969 0.559244 0.491685
0.648771 0.52707 0.472284
0.698287 0.510608 0.461931
0.718744 0.5328 0.488804
0.766305 0.538933 0.513153
0.747466 0.550515 0.522381
0.709927 0.569492 0.548225
0.671054 0.555008 0.555296
0.621476 0.530626 0.553589
0.577602 0.50232 0.535032
0.540033 0.471716 0.516949
0.505791 0.441198 0.500297
0.459822 0.393204 0.467585
0.475128 0.334733 0.407829
0.419284 0.298633 0.355696
0.427905 0.273939 0.34189
0.387896 0.276294 0.370483
0.379114 0.290776 0.405484
0.384111 0.321528 0.436399
0.404242 0.362277 0.481183
0.407845 0.403026 0.525967
0.408739 0.460284 0.578475
0.428614 0.517252 0.629655
0.403426 0.570617 0.689943
0.417589 0.6137 0.747975
0.406476 0.632741 0.783776
0.444695 0.631055 0.778811
