mTDT2G_cv2_useDistances ScoreTDT mTDT
0.838389 0.191574 0.26351
0.883639 0.323472 0.279483
0.847752 0.52222 0.427333
0.854747 0.620451 0.504069
0.87007 0.617115 0.473607
0.87421 0.578009 0.429767
0.842795 0.609386 0.437436
0.762072 0.620045 0.458069
0.79135 0.54333 0.38391
0.717577 0.474748 0.338442
0.628561 0.4038 0.299713
0.517285 0.445957 0.368005
0.467434 0.4677 0.37582
0.454469 0.449417 0.341936
0.356142 0.414966 0.316457
0.337901 0.379505 0.282789
0.333663 0.387851 0.310416
0.383233 0.296258 0.233812
0.438146 0.214366 0.175131
0.513209 0.163824 0.147147
0.502425 0.122326 0.126296
0.498253 0.0738594 0.0830527
0.445858 0.0361254 0.0355443
0.365867 0.0234202 0.00929846
0.252513 0.020613 0.00891897
0.116326 0.00386337 0.00122766
0.0680308 0.00706946 0.00292908
0.0477756 0.0164749 0.00636923
0.0566878 0.0224446 0.00701105
0.0590941 0.0230226 0.00660935
0.0700931 0.0238637 0.00652338
0.0804802 0.0317517 0.00964711
0.19672 0.0732763 0.0376653
0.244686 0.140155 0.115357
0.228522 0.196192 0.162459
0.322641 0.222417 0.206374
0.455163 0.241934 0.249801
0.548953 0.236437 0.257652
0.518508 0.193967 0.232485
0.556976 0.129567 0.156609
0.671458 0.0979426 0.147226
0.617651 0.0947933 0.151969
0.550741 0.135309 0.16685
0.570419 0.170792 0.206208
0.637196 0.186213 0.227858
0.66701 0.176278 0.228792
0.683682 0.155612 0.201485
0.748249 0.146285 0.16236
0.730654 0.0979841 0.109764
0.674207 0.0930211 0.086582
0.539723 0.0905876 0.077292
0.414292 0.10254 0.0806179
0.422163 0.162131 0.121126
0.452869 0.279693 0.238331
0.450916 0.37058 0.274865
0.492268 0.388079 0.264167
0.484947 0.400649 0.259756
0.582348 0.499292 0.299876
0.582345 0.558604 0.325982
0.547909 0.500106 0.244085
0.544541 0.447895 0.243075
0.435784 0.39652 0.226318
0.429039 0.369979 0.214674
0.329941 0.261961 0.16703
0.215309 0.133101 0.0894136
0.236344 0.075111 0.0685352
0.243331 0.0498038 0.0640619
0.332864 0.0626825 0.0735726
0.327903 0.060883 0.0727515
0.44615 0.0606406 0.0738266
