mTDT2G_cv2_useDistances ScoreTDT mTDT
0.338616 0.549048 0.599518
0.476039 0.3621 0.413737
0.577579 0.263978 0.304002
0.533907 0.211523 0.241043
0.582621 0.11078 0.125343
0.562625 0.156923 0.150645
0.522971 0.209004 0.196902
0.521946 0.222698 0.217286
0.409468 0.231012 0.215963
0.453074 0.169622 0.155725
0.460978 0.228076 0.205074
0.539497 0.253036 0.232836
0.583507 0.27166 0.287396
0.600699 0.265761 0.295256
0.663494 0.153615 0.208173
0.689578 0.142102 0.19546
0.841561 0.160684 0.201951
0.883885 0.235912 0.280961
0.719288 0.461858 0.490061
0.576601 0.653312 0.670818
0.421329 0.737337 0.748194
0.361646 0.644992 0.644736
0.475961 0.431227 0.427927
0.543833 0.21631 0.210387
0.482601 0.18575 0.218072
0.3144 0.313678 0.413548
0.139626 0.515978 0.623069
0.0133693 0.638635 0.763801
0.0131169 0.64657 0.713991
0.0361299 0.600434 0.630036
0.0628084 0.483292 0.551844
0.0710907 0.482185 0.558725
0.14359 0.492506 0.566663
0.341708 0.516875 0.554359
0.524442 0.5425 0.508728
0.558098 0.512371 0.466781
0.515232 0.587906 0.552558
0.307018 0.568114 0.570562
0.104 0.530335 0.56694
0.0663835 0.596141 0.61235
0.038688 0.555471 0.610341
0.0195954 0.637493 0.688071
0.0153331 0.723773 0.777377
0.00987396 0.676332 0.763343
0.00893823 0.642665 0.69842
0.00717434 0.659578 0.667532
0.00441723 0.659459 0.665893
0.00398621 0.714497 0.698956
0.00451386 0.768762 0.750992
0.00568647 0.816687 0.816529
0.00765427 0.823802 0.821175
0.0239482 0.830817 0.826898
0.0230084 0.84274 0.837127
0.0918977 0.804748 0.786044
0.100562 0.827028 0.798814
0.0844661 0.832452 0.810831
0.13854 0.768333 0.733476
0.200715 0.699545 0.678155
0.439553 0.647503 0.640161
0.5127 0.653085 0.648911
0.471545 0.674398 0.694166
0.410814 0.700053 0.705669
0.30443 0.668548 0.684663
0.344897 0.569488 0.580196
0.428625 0.534729 0.55223
0.455176 0.450282 0.502921
0.492407 0.383275 0.434891
0.557782 0.347781 0.413144
0.615112 0.260018 0.312716
0.55476 0.255764 0.270193
0.543227 0.338332 0.331941
0.499583 0.37889 0.396733
0.448486 0.48712 0.512822
0.461746 0.629729 0.686294
0.330067 0.668378 0.743182
0.208408 0.750673 0.802548
0.158218 0.70276 0.776222
0.282516 0.642348 0.705854
0.389922 0.612292 0.668509
0.503755 0.618846 0.672625
0.574054 0.721524 0.753417
0.523218 0.797382 0.808871
0.381237 0.833648 0.852448
0.275853 0.755799 0.812367
0.247647 0.606484 0.668769
0.284088 0.399489 0.481025
0.359565 0.233566 0.294768
0.449041 0.14376 0.149068
0.458128 0.0932912 0.0756344
0.316443 0.258063 0.250981
0.25543 0.455584 0.459249
0.159485 0.641968 0.653813
0.147984 0.835923 0.8643
0.355424 0.859721 0.887919
0.563994 0.7992 0.842578
0.738328 0.731758 0.807778
0.836266 0.705076 0.788049
0.82202 0.652424 0.750116
0.770517 0.727626 0.810898
0.713874 0.624659 0.690308
0.581101 0.507627 0.537442
0.384091 0.367779 0.380627
0.2982 0.160263 0.194636
0.218823 0.197289 0.207639
0.370032 0.232947 0.270864
0.393123 0.333997 0.369876
0.343298 0.418893 0.404735
0.357432 0.48129 0.449138
0.258939 0.56163 0.518169
0.304975 0.605318 0.550273
0.412506 0.659051 0.597592
0.518381 0.640958 0.599836
0.647966 0.630442 0.589062
0.77082 0.633275 0.570065
0.757935 0.603648 0.543964
0.693669 0.595642 0.516085
0.550248 0.512589 0.466507
0.566976 0.526159 0.507446
0.609861 0.626313 0.631826
0.692327 0.753502 0.78008
0.723896 0.878314 0.874042
0.625011 0.857546 0.908376
0.643548 0.745444 0.857738
0.666222 0.710678 0.811212
0.725328 0.669173 0.76455
0.808817 0.714668 0.773719
0.82694 0.753223 0.751452
0.854339 0.76517 0.769512
0.77622 0.749101 0.74752
0.660201 0.62944 0.604163
0.691252 0.630923 0.602068
0.688939 0.544658 0.537941
0.815995 0.548192 0.57663
0.82511 0.574336 0.643507
0.636774 0.568175 0.670213
0.446293 0.564182 0.706766
0.260869 0.567646 0.694618
0.231979 0.648687 0.741619
0.280502 0.668126 0.729529
0.260681 0.730462 0.767091
0.230802 0.778324 0.815139
0.188752 0.799604 0.842708
0.254347 0.731454 0.774396
0.391365 0.631636 0.631757
0.418026 0.487873 0.440703
0.623129 0.386359 0.305615
0.67573 0.345128 0.243543
0.605446 0.301217 0.189444
0.771656 0.42175 0.311132
0.592671 0.447132 0.335626
0.570986 0.508125 0.407899
0.558827 0.591524 0.512543
0.441257 0.488697 0.452787
0.496695 0.500357 0.488034
0.368646 0.529258 0.535577
0.362992 0.528094 0.572454
0.386088 0.53266 0.548521
0.370335 0.445642 0.461393
0.459425 0.322274 0.322871
0.550559 0.244045 0.194717
0.472538 0.199162 0.153249
0.396454 0.182233 0.119365
0.255816 0.190658 0.119565
0.114778 0.190825 0.113497
0.0864418 0.186143 0.125362
0.0787061 0.179169 0.138147
0.175196 0.227426 0.241507
0.191062 0.321 0.374758
0.29523 0.398058 0.463512
0.330507 0.384616 0.454867
0.305578 0.395671 0.399653
0.39038 0.286328 0.283778
0.378683 0.253165 0.228463
0.386926 0.323833 0.255195
0.334345 0.254503 0.18855
0.400598 0.223377 0.14068
0.438263 0.143001 0.0727691
