mTDT2G_cv2_useDistances ScoreTDT mTDT
0.116651 0.447601 0.544181
0.126283 0.447601 0.544181
0.116651 0.447601 0.544181
0.167696 0.502736 0.571298
0.198323 0.535817 0.587569
0.218741 0.586096 0.623634
0.252771 0.626574 0.650371
0.28359 0.667052 0.677109
0.327995 0.716085 0.70109
0.335159 0.759937 0.739566
0.372145 0.796802 0.767256
0.409131 0.770521 0.742871
0.492874 0.743503 0.712302
0.582084 0.720495 0.677363
0.661884 0.688933 0.645179
0.749562 0.642581 0.591742
0.717656 0.612395 0.5643
0.752672 0.610257 0.563804
0.759502 0.623094 0.572057
0.772394 0.632869 0.592343
0.74615 0.621607 0.599353
0.738148 0.585864 0.586166
0.82264 0.540943 0.55777
0.854041 0.514021 0.537353
0.782226 0.560969 0.581756
0.7616 0.550849 0.564649
0.794087 0.565221 0.574031
0.805809 0.574152 0.579271
0.718803 0.638572 0.640908
0.62224 0.695753 0.700764
0.621418 0.667348 0.69983
0.566429 0.71961 0.757602
0.470032 0.779571 0.811855
0.368278 0.842088 0.868577
0.44573 0.722386 0.749689
0.503556 0.594237 0.622122
0.538978 0.5295 0.550342
0.593121 0.43087 0.45573
0.656207 0.33232 0.361391
0.644431 0.264862 0.351267
0.568138 0.400026 0.488599
0.559594 0.524488 0.610525
0.584997 0.589698 0.668526
0.574861 0.664237 0.742265
0.563024 0.715374 0.794893
0.586686 0.745824 0.780782
0.660515 0.719383 0.76228
0.679024 0.646255 0.707483
0.695884 0.561863 0.63716
0.703437 0.477488 0.569076
0.768575 0.403427 0.51076
0.853337 0.346216 0.460173
0.854087 0.29245 0.403807
0.867356 0.300632 0.401537
0.824052 0.389133 0.478178
0.81991 0.443208 0.527918
0.783353 0.492598 0.57115
0.799947 0.562287 0.622738
0.80168 0.587553 0.660846
0.713679 0.583875 0.642176
0.72502 0.571009 0.621774
0.701524 0.581234 0.620915
0.655761 0.603464 0.639936
0.609462 0.620788 0.672107
0.63028 0.629754 0.667477
0.699242 0.643767 0.689362
0.584724 0.544324 0.583842
0.48301 0.452673 0.482966
0.398797 0.348305 0.367731
0.282017 0.212307 0.216595
0.127956 0.105818 0.0975304
0.00591456 0.0237435 0.00990851
0.00528164 0.0152474 0.00615571
0.0288743 0.0312233 0.0232363
0.0472963 0.0435448 0.033031
0.0754726 0.0739032 0.0522474
0.114856 0.114766 0.0724361
0.144295 0.16163 0.0965626
0.1532 0.209261 0.119157
0.154167 0.236759 0.124334
0.16234 0.261912 0.132156
0.143222 0.253295 0.127008
0.192331 0.237041 0.128694
0.196779 0.208274 0.115796
0.190687 0.176574 0.104412
0.26032 0.177513 0.133295
0.252248 0.162579 0.126152
0.244885 0.15752 0.117021
0.160426 0.150421 0.100217
0.130257 0.142642 0.0922385
0.129474 0.148355 0.0870809
0.0360654 0.107725 0.0366532
0.0257591 0.0951868 0.0327993
0.0319705 0.0964922 0.0369957
0.0352143 0.0977977 0.0411922
0.0387486 0.105778 0.0460307
0.042283 0.124894 0.0624775
0.047278 0.150141 0.102512
0.0496177 0.172959 0.124033
0.0897062 0.222155 0.185424
0.0958266 0.262577 0.222792
0.127918 0.278449 0.25258
0.24132 0.251314 0.259567
0.278293 0.228796 0.247079
0.323974 0.213004 0.2382
0.412754 0.230256 0.240807
0.466097 0.215286 0.235906
0.527201 0.207123 0.225679
0.487506 0.228338 0.233687
0.542004 0.263401 0.245983
0.60993 0.315308 0.289191
0.503242 0.215572 0.213222
0.60444 0.162337 0.174506
