mTDT2G_cv2_useDistances ScoreTDT mTDT
0.478676 0.197103 0.0977815
0.250778 0.1545 0.0585609
0.0153384 0.0968305 0.0192003
0.0858742 0.0606822 0.0225071
0.113026 0.0495018 0.0225402
0.0543987 0.100747 0.0158666
0.0784602 0.124582 0.0329242
0.0697847 0.140974 0.0465731
0.0681843 0.133103 0.0261101
0.0633044 0.068754 0.0140329
0.0194654 0.0255368 0.0104014
0.0213461 0.0503251 0.011786
0.0250706 0.0977901 0.0219402
0.0147519 0.0926411 0.0200246
0.00573742 0.0872023 0.0157177
0.00439748 0.0449162 0.00838105
0.196419 0.00780349 0.000655713
0.208201 0.0142019 0.00118079
0.149143 0.220792 0.0886398
0.586768 0.456701 0.310316
0.868534 0.385005 0.346221
0.656872 0.288298 0.190061
0.671545 0.287784 0.271992
0.59669 0.359051 0.334071
0.162913 0.21771 0.128136
0.000703578 0.000605364 8.71975e-06
0.000911421 0.000280353 7.32426e-07
0.000276989 0.000757219 2.83071e-06
0.14769 0.134889 0.0362641
0.177522 0.173006 0.0519282
0.0378849 0.073756 0.0235915
0.0139058 0.0697475 0.0140445
0.00592582 0.0348844 0.006121
2.30741e-05 0.000119849 1.90205e-06
0.00114836 0.00539511 0.00130605
0.404696 0.123975 0.038349
0.494185 0.222731 0.0663183
0.0907297 0.106799 0.0293567
0.000292106 0.00331727 8.67259e-05
0.272936 0.0985774 0.0199398
0.276174 0.0998354 0.0199521
0.00821349 0.00311111 2.25817e-05
0.106345 0.204215 0.169292
0.104296 0.203422 0.169308
0.0290842 0.115964 0.0199985
0.206342 0.206154 0.0449304
0.363407 0.242928 0.0674624
0.186661 0.157533 0.0429714
0.140886 0.163473 0.0466475
0.15938 0.310126 0.0949458
0.0438384 0.19363 0.0970239
0.39064 0.112138 0.0769365
0.607127 0.45459 0.30967
0.338902 0.510829 0.318607
0.10162 0.175694 0.0419736
0.00300967 0.100043 0.0111108
0.0748935 0.223148 0.0590431
0.195167 0.537955 0.318852
0.130213 0.394759 0.278444
0.121768 0.131622 0.0514429
0.303823 0.255087 0.0727496
0.303106 0.408052 0.154082
0.154015 0.296572 0.139643
0.0427323 0.0555581 0.0198621
0.00502279 0.0311325 0.00160339
0.0125297 0.0302179 0.00499377
0.0268277 0.0925398 0.0297475
0.0568175 0.220398 0.0896961
0.239488 0.445188 0.223086
0.49847 0.631679 0.380071
0.385879 0.461239 0.255853
0.150635 0.339236 0.131289
0.0628081 0.206058 0.0968685
5.133e-05 0.000243983 3.24136e-06
0.0353728 0.0772691 0.0159374
0.124424 0.326 0.106833
0.0904151 0.250272 0.0909691
0.0014331 0.00171891 8.63938e-05
0.0303724 0.0727213 0.02077
0.13128 0.239614 0.0720163
0.136849 0.219559 0.058998
0.0361548 0.0527678 0.00779728
0.312919 0.0679927 0.00998177
0.752442 0.534884 0.425031
0.45035 0.582847 0.439737
0.011348 0.119911 0.0252862
0.00115732 0.00717428 0.00166245
0.0551789 0.0840273 0.0207603
0.151922 0.393637 0.147102
0.109223 0.381329 0.142878
0.170926 0.0849901 0.0163364
0.159495 0.0259382 0.00109193
0.000715838 0.0101438 0.000292617
0.0606804 0.0171934 0.00168348
0.0667288 0.0294567 0.00715361
0.0399328 0.20913 0.115207
0.229657 0.629891 0.482838
0.361143 0.711478 0.504281
0.364262 0.600259 0.376475
0.291909 0.720594 0.583833
0.19148 0.409284 0.342131
0.10245 0.0368735 0.0124822
0.0079671 0.0523194 0.017768
