mTDT2G_cv2_useDistances ScoreTDT mTDT
0.213522 0.320876 0.42308
0.134992 0.257728 0.308027
0.133746 0.240818 0.256476
0.223144 0.272361 0.229685
0.214148 0.293226 0.205786
0.220569 0.307389 0.212383
0.235871 0.276489 0.194466
0.32695 0.246846 0.174976
0.343823 0.209695 0.123659
0.340905 0.186827 0.0998953
0.342236 0.164565 0.0819485
0.282177 0.126016 0.0656522
0.260641 0.0850346 0.0559312
0.229433 0.0411322 0.027683
0.198722 0.0362971 0.0368307
0.0994559 0.0372633 0.0466582
0.147751 0.075923 0.100873
0.226686 0.113736 0.150623
0.304691 0.167443 0.226973
0.403689 0.240031 0.293786
0.472324 0.308209 0.338899
0.588222 0.388482 0.409614
0.578053 0.3925 0.390033
0.636292 0.441846 0.429014
0.619864 0.459996 0.42614
0.610916 0.489167 0.431195
0.57216 0.496821 0.383844
0.495263 0.449327 0.32731
0.465419 0.37686 0.294303
0.000641274 0.0845493 0.00349908
