mTDT2G_cv2_useDistances ScoreTDT mTDT
0.724664 0.414216 0.414216
0.469896 0.220671 0.220671
0.797466 0.577469 0.577469
0.886636 0.630954 0.630954
0.676442 0.41108 0.41108
0.886636 0.630954 0.630954
1 0.285049 0.285049
1 0.669815 0.669815
0.264168 0.317311 0.317311
1 0.393769 0.393769
0.434598 0.317311 0.317311
0.391229 0.384088 0.384088
1 0.0832645 0.0832645
0.353567 0.149541 0.149541
1 0.157299 0.157299
0.919508 0.683091 0.683091
0.517321 0.818546 0.818546
1 1 1
0.2628 0.12663 0.12663
0.67781 0.438578 0.438578
0.188876 0.10247 0.10247
0.367879 0.205903 0.205903
0.0497871 0.414216 0.414216
0.0421438 0.0955807 0.0955807
0.0255615 0.0577796 0.0577796
0.0255615 0.0577796 0.0577796
0.0255615 0.0577796 0.0577796
1 0.0125549 0.0125549
1 0.0125549 0.0125549
0.00494428 0.236724 0.236724
