mTDT2G_cv2_useDistances ScoreTDT mTDT
0.116651 0.447601 0.544181
0.126283 0.447601 0.544181
0.116651 0.447601 0.544181
0.167696 0.545073 0.609125
0.198323 0.574152 0.628221
0.218741 0.593538 0.640952
0.233325 0.607385 0.650045
0.244263 0.642265 0.67848
0.275159 0.702722 0.720896
0.303646 0.742488 0.745762
0.394384 0.770536 0.76024
0.441432 0.751361 0.737425
0.5023 0.734106 0.71122
0.544593 0.728604 0.696438
0.576623 0.737219 0.69597
0.631582 0.729567 0.684204
0.680545 0.715714 0.677302
0.746109 0.712038 0.688837
0.74772 0.698355 0.683342
0.767852 0.682173 0.681692
0.744523 0.682449 0.695852
0.750225 0.668609 0.69346
0.772768 0.656616 0.690919
0.797505 0.57953 0.618327
0.820041 0.524406 0.559649
0.814518 0.516146 0.535663
0.801156 0.532728 0.547546
0.792265 0.549342 0.560201
0.761975 0.589325 0.595795
0.775437 0.629374 0.632629
0.749116 0.657781 0.652928
0.681303 0.74626 0.732286
0.655781 0.738597 0.7312
0.659098 0.678931 0.674952
0.644431 0.633062 0.636169
0.639015 0.591126 0.600069
0.661309 0.537168 0.54219
0.660326 0.48816 0.486055
0.704626 0.444852 0.431206
0.747236 0.437707 0.436114
0.722116 0.509461 0.502802
0.697273 0.580426 0.578513
0.698295 0.629333 0.622014
0.714944 0.684621 0.657634
0.753656 0.728562 0.691844
0.762268 0.737821 0.707544
0.752742 0.746319 0.738922
0.754222 0.679088 0.683253
0.812889 0.592818 0.612628
0.841841 0.535497 0.563552
0.877271 0.504928 0.541707
0.885591 0.464999 0.525266
0.87585 0.420296 0.501692
0.862082 0.415238 0.505592
0.875306 0.41705 0.510456
0.852287 0.477762 0.552395
0.822781 0.567552 0.612213
0.805937 0.603801 0.621385
0.741505 0.616679 0.624924
0.711102 0.632084 0.629236
0.697592 0.65261 0.651216
0.697457 0.6545 0.663429
0.644009 0.655124 0.663194
0.659388 0.657263 0.680969
0.593087 0.558992 0.592059
0.50051 0.491598 0.534429
0.452224 0.422213 0.459856
0.364909 0.351246 0.385502
0.280487 0.277427 0.299609
0.185498 0.215854 0.217623
0.12277 0.138159 0.132458
0.0359693 0.0371299 0.0211473
0.00746573 0.0242692 0.0124603
0.0394837 0.0480572 0.0306187
0.0631004 0.0663075 0.0441599
0.0800487 0.106874 0.0662672
0.0861502 0.14981 0.0864342
0.0981352 0.182217 0.0976154
0.109848 0.215877 0.108865
0.127121 0.245854 0.121396
0.145659 0.265978 0.130101
0.121245 0.252903 0.120418
0.145687 0.250648 0.122746
0.14413 0.220637 0.108415
0.157327 0.205456 0.110584
0.14827 0.189975 0.105379
0.141227 0.168576 0.0967653
0.127163 0.150142 0.0858952
0.111161 0.150516 0.081145
0.10304 0.154226 0.0777605
0.0577619 0.156407 0.0686213
0.0443573 0.156398 0.0625864
0.0306345 0.141856 0.0469247
0.0336715 0.136918 0.0466645
0.0344827 0.156367 0.0606338
0.035294 0.180522 0.0832578
0.0423828 0.193804 0.103868
0.0598189 0.220461 0.132287
0.0857983 0.258048 0.167837
0.167942 0.301384 0.214521
0.265754 0.333896 0.26236
0.351887 0.366011 0.312124
0.446476 0.359103 0.327224
0.448205 0.339256 0.318591
0.449608 0.31941 0.309958
0.532244 0.336063 0.329221
0.575151 0.317073 0.3271
0.558533 0.293003 0.314754
0.503721 0.276366 0.289734
0.444861 0.252205 0.248355
0.325824 0.266746 0.24297
0.459187 0.328754 0.29251
0.824635 0.514781 0.44113
