mTDT2G_cv2_useDistances ScoreTDT mTDT
0.930722 0.462819 0.618568
0.85569 0.478699 0.588278
0.830679 0.465596 0.57374
0.85569 0.543281 0.596866
0.720065 0.61342 0.618723
0.5601 0.673411 0.654502
0.400342 0.781403 0.737511
0.194674 0.80004 0.761158
0.120216 0.810597 0.765373
0.112944 0.769134 0.74213
0.11461 0.640033 0.625003
0.115775 0.577556 0.615093
0.124735 0.50197 0.591319
0.132215 0.519878 0.62676
0.118621 0.554682 0.691141
0.150077 0.449861 0.545507
0.185029 0.435523 0.462631
0.214059 0.416027 0.408038
0.209826 0.479866 0.44679
0.161522 0.576971 0.586232
0.114259 0.720496 0.762168
0.0889415 0.652475 0.715396
0.106168 0.537657 0.596323
0.119573 0.55257 0.58429
0.154814 0.442496 0.464562
0.135994 0.517029 0.527078
0.339865 0.597189 0.602227
0.555477 0.592472 0.601411
0.667985 0.603395 0.628186
0.961378 0.610899 0.645029
0.961378 0.610899 0.645029
