mTDT2G_cv2_useDistances ScoreTDT mTDT
0.15259 0.881497 0.881497
0.361644 0.393769 0.393769
0.361644 0.393769 0.393769
1 0.317311 0.317311
0.191454 0.639412 0.639412
0.191454 0.639412 0.639412
0.191454 0.639412 0.639412
0.15124 0.317311 0.317311
0.434598 0.205903 0.205903
0.226133 0.13057 0.13057
0.039729 0.365712 0.365712
0.0128955 0.527089 0.527089
0.0210446 0.757621 0.757621
0.00727138 0.274299 0.274299
0.0813032 0.274299 0.274299
0.0407622 1 1
0.128763 0.647315 0.647315
0.624676 0.251349 0.251349
0.0110212 0.617075 0.617075
0.226739 0.149541 0.149541
0.0346092 0.669815 0.669815
0.716531 0.465209 0.465209
