mTDT2G_cv2_useDistances ScoreTDT mTDT
0.605119 0.132656 0.208068
0.571474 0.107852 0.114637
0.440001 0.150651 0.09537
0.366125 0.116692 0.0716103
0.364305 0.0936596 0.0573015
0.309105 0.0785015 0.0477806
0.27 0.0676548 0.040973
0.236258 0.0596121 0.0359238
0.160628 0.0485449 0.011688
0.0935156 0.0427501 0.0107463
0.0715386 0.0160514 0.00414547
0.0626466 0.0262461 0.00542853
0.0314714 0.0320709 0.0070389
0.0283489 0.0387505 0.00756059
0.0318409 0.0496088 0.00858652
0.036381 0.0562225 0.00973044
0.0424308 0.0582398 0.00898853
0.050731 0.0625499 0.00805179
0.0631036 0.0725223 0.00905738
0.0596846 0.064572 0.00854463
0.0357166 0.072794 0.00634223
0.0633088 0.0894412 0.00833523
