mTDT2G_cv2_useDistances ScoreTDT mTDT
2.35142e-05 8.78018e-07 9.84382e-08
0.0394426 0.0396537 0.0224942
0.121682 0.0883665 0.0549796
0.142742 0.0838593 0.0584907
0.136132 0.0783384 0.0636835
0.197691 0.103571 0.0897721
0.21749 0.235126 0.181217
0.3016 0.31296 0.225628
0.392729 0.385738 0.273181
0.375865 0.390831 0.270631
0.357757 0.381562 0.256879
0.274313 0.343285 0.22024
0.261762 0.212517 0.129603
0.164559 0.121697 0.0777993
0.0296844 0.0197244 0.0109825
0.119151 0.0232257 0.0322203
0.18449 0.0682477 0.0889386
0.18567 0.0683456 0.0901518
0.185897 0.0676296 0.0907262
0.187023 0.0674174 0.0911328
0.183081 0.0656494 0.0904239
0.0761586 0.0453316 0.0602325
0.0122703 0.00175055 0.0047705
0.0103032 0.0016441 0.00349752
0.00286004 0.00157774 0.00213276
0.00202337 0.00156004 0.00163837
0.00258676 0.00155805 0.00162694
0.00283829 0.00155908 0.00162657
0.0256525 0.000117922 6.93824e-05
0.0339972 0.000158371 0.000119076
0.0343787 0.000252393 0.000191463
0.0343562 0.000251648 0.000174189
0.033788 0.000250795 0.000166862
0.0335352 0.000249632 0.000166566
0.00909668 0.000143471 0.000143983
0.000736224 0.00010145 9.00355e-05
0.0155342 0.020045 0.0169991
0.0152469 0.0228832 0.0172478
0.0152655 0.0239568 0.0175653
0.0152764 0.0247263 0.0176527
0.0152764 0.0247263 0.0176527
0.0152759 0.0247239 0.0176523
6.03848e-05 0.00468254 0.000653779
2.98308e-05 0.00184345 0.000404962
1.09519e-05 0.00076956 8.74326e-05
1.91466e-10 1.08535e-08 6.29091e-10
1.91466e-10 1.70265e-08 6.29091e-10
1.38298e-05 2.29013e-08 6.29091e-10
0.000393277 1.36141e-06 8.02008e-08
0.000435903 9.34336e-06 6.51853e-07
0.000569243 0.000549712 0.000159671
0.000590562 0.0038298 0.000610758
0.0005983 0.004108 0.000708322
0.000595039 0.00426927 0.000841101
0.0662681 0.00442338 0.00376362
0.0693511 0.00536891 0.00931181
0.0715477 0.00558252 0.0115927
0.10856 0.00864622 0.0180504
0.155735 0.0101857 0.0191997
0.155848 0.0108495 0.0194907
0.090526 0.0109468 0.0167791
0.0874003 0.00999331 0.0112303
0.0850704 0.00923933 0.00879043
0.0480368 0.00289553 0.00188161
0.000853911 0.00107787 0.000634774
0.000730816 0.00025278 0.000210984
2.86815e-05 2.12422e-05 1.25724e-06
0.000204425 0.000162921 1.90672e-05
0.00166649 0.00924426 0.00131641
0.00289235 0.0163643 0.00195899
0.00453026 0.0247944 0.00302261
0.00632792 0.0251471 0.00338218
0.00839034 0.0251468 0.00344041
0.00931602 0.0250092 0.00355818
0.00951891 0.0159435 0.00264584
0.0095426 0.00883572 0.00241292
0.00790472 0.000405657 0.00134935
0.00610707 5.38329e-05 0.000990017
0.00401597 3.30567e-05 0.000930581
0.00291461 2.91692e-05 0.000795033
0.00124973 1.3539e-05 0.000410022
4.66016e-07 1.2472e-06 3.64725e-07
8.55006e-07 1.2364e-06 3.1495e-07
8.44131e-07 3.86072e-07 8.51546e-08
8.43003e-07 2.2712e-07 2.76506e-08
7.82065e-07 9.63617e-08 0
7.11959e-07 1.48449e-07 0
4.14574e-07 4.69573e-07 0
